rep,instance_id,repo,created_at,arm,model,model_ids_observed,resolved,total_cost_usd,prompt_side_tokens,completion_tokens,opus_prompt_tokens,opus_completion_tokens,opus_cost_usd,sonnet_prompt_tokens,sonnet_completion_tokens,sonnet_cost_usd,haiku_prompt_tokens,haiku_completion_tokens,haiku_cost_usd,n_turns,wall_clock_s,status,swap_fired,model_pin_ok,model_pin_drift,resolved_verdict_source,patch_empty,result_dir
3,sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.13602825,106164,1046,105389,1031,0.13517825,0,0,0.0,775,15,0.00085,5,25.6,ok,False,True,,jobs_powered/rep3/results/opus-solo/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_powered/rep3/results/opus-solo/sdv-dev__SDV-2656
3,sdv-dev__SDV-2656,sdv-dev/SDV,2025-08-26 21:22:01,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.136353,106873,1044,106098,1029,0.135503,0,0,0.0,775,15,0.00085,5,21.92,ok,False,True,,jobs_powered/rep3/results/opus-tuned/sdv-dev__SDV-2656/eval/sdv-dev__SDV-2656/report.json,False,jobs_powered/rep3/results/opus-tuned/sdv-dev__SDV-2656
3,aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.6876364999999999,766571,7098,765379,7081,0.6863594999999999,0,0,0.0,1192,17,0.001277,27,177.31,ok,False,True,,jobs_powered/rep3/results/opus-solo/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_powered/rep3/results/opus-solo/aws-cloudformation__cfn-lint-4236
3,aws-cloudformation__cfn-lint-4236,aws-cloudformation/cfn-lint,2025-08-26 18:22:09,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.23855175,194785,2332,193593,2314,0.23726975,0,0,0.0,1192,18,0.001282,8,44.65,ok,False,True,,jobs_powered/rep3/results/opus-tuned/aws-cloudformation__cfn-lint-4236/eval/aws-cloudformation__cfn-lint-4236/report.json,False,jobs_powered/rep3/results/opus-tuned/aws-cloudformation__cfn-lint-4236
3,ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.14220875000000002,106385,1467,105133,1449,0.14086675,0,0,0.0,1252,18,0.001342,5,27.71,ok,False,True,,jobs_powered/rep3/results/opus-solo/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_powered/rep3/results/opus-solo/ipython__ipython-14970
3,ipython__ipython-14970,ipython/ipython,2025-08-26 17:28:34,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.27483225,274755,2593,273503,2575,0.27349025,0,0,0.0,1252,18,0.001342,12,58.86,ok,False,True,,jobs_powered/rep3/results/opus-tuned/ipython__ipython-14970/eval/ipython__ipython-14970/report.json,False,jobs_powered/rep3/results/opus-tuned/ipython__ipython-14970
3,sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-solo,claude-opus-4-8,claude-opus-4-8,0,3.6262027499999996,4264417,36799,4262413,36771,3.6240587499999997,0,0,0.0,2004,28,0.002144,48,1175.28,ok,False,True,,jobs_powered/rep3/results/opus-solo/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_powered/rep3/results/opus-solo/sissbruecker__linkding-1175
3,sissbruecker__linkding-1175,sissbruecker/linkding,2025-08-26 09:53:54,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,1.30686975,1466357,12787,1465355,12772,1.30579275,0,0,0.0,1002,15,0.001077,34,208.64,ok,False,True,,jobs_powered/rep3/results/opus-tuned/sissbruecker__linkding-1175/eval/sissbruecker__linkding-1175/report.json,False,jobs_powered/rep3/results/opus-tuned/sissbruecker__linkding-1175
3,octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.477925,418764,6218,416362,6198,0.475423,0,0,0.0,2402,20,0.002502,15,104.46,ok,False,True,,jobs_powered/rep3/results/opus-solo/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_powered/rep3/results/opus-solo/octodns__octodns-1298
3,octodns__octodns-1298,octodns/octodns,2025-08-25 21:11:54,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.24567575000000003,177203,2693,174801,2673,0.24317375000000002,0,0,0.0,2402,20,0.002502,7,46.09,ok,False,True,,jobs_powered/rep3/results/opus-tuned/octodns__octodns-1298/eval/octodns__octodns-1298/report.json,False,jobs_powered/rep3/results/opus-tuned/octodns__octodns-1298
3,authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.91289675,1062077,7249,1060905,7226,0.91160975,0,0,0.0,1172,23,0.0012870000000000002,29,166.89,ok,False,True,,jobs_powered/rep3/results/opus-solo/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_powered/rep3/results/opus-solo/authlib__authlib-802
3,authlib__authlib-802,authlib/authlib,2025-08-25 14:49:37,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.34495875000000004,334015,2364,332843,2348,0.34370675000000006,0,0,0.0,1172,16,0.001252,12,52.09,ok,False,True,,jobs_powered/rep3/results/opus-tuned/authlib__authlib-802/eval/authlib__authlib-802/report.json,False,jobs_powered/rep3/results/opus-tuned/authlib__authlib-802
3,ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.1398515,90497,1188,88728,1171,0.1379975,0,0,0.0,1769,17,0.001854,4,22.23,ok,False,True,,jobs_powered/rep3/results/opus-solo/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_powered/rep3/results/opus-solo/ipython__ipython-14969
3,ipython__ipython-14969,ipython/ipython,2025-08-24 16:24:52,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.13119324999999998,89820,949,88051,932,0.12933925,0,0,0.0,1769,17,0.001854,4,19.4,ok,False,True,,jobs_powered/rep3/results/opus-tuned/ipython__ipython-14969/eval/ipython__ipython-14969/report.json,False,jobs_powered/rep3/results/opus-tuned/ipython__ipython-14969
3,spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.8515617500000002,732576,11654,730921,11633,0.8498017500000002,0,0,0.0,1655,21,0.00176,21,190.93,ok,False,True,,jobs_powered/rep3/results/opus-solo/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_powered/rep3/results/opus-solo/spesmilo__electrum-10172
3,spesmilo__electrum-10172,spesmilo/electrum,2025-08-23 16:56:08,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.68727675,643301,7756,641646,7735,0.68551675,0,0,0.0,1655,21,0.00176,20,124.88,ok,False,True,,jobs_powered/rep3/results/opus-tuned/spesmilo__electrum-10172/eval/spesmilo__electrum-10172/report.json,False,jobs_powered/rep3/results/opus-tuned/spesmilo__electrum-10172
3,Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.1689925,111268,1865,110406,1847,0.16804049999999998,0,0,0.0,862,18,0.000952,5,33.19,ok,False,True,,jobs_powered/rep3/results/opus-solo/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_powered/rep3/results/opus-solo/Archmonger__django-dbbackup-631
3,Archmonger__django-dbbackup-631,Archmonger/django-dbbackup,2025-08-23 08:37:51,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.15104375000000003,110834,1259,109972,1241,0.15009175000000002,0,0,0.0,862,18,0.000952,5,26.3,ok,False,True,,jobs_powered/rep3/results/opus-tuned/Archmonger__django-dbbackup-631/eval/Archmonger__django-dbbackup-631/report.json,False,jobs_powered/rep3/results/opus-tuned/Archmonger__django-dbbackup-631
3,pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.2610995,226513,3101,225694,3083,0.2601905,0,0,0.0,819,18,0.000909,10,58.82,ok,False,True,,jobs_powered/rep3/results/opus-solo/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_powered/rep3/results/opus-solo/pgmpy__pgmpy-2314
3,pgmpy__pgmpy-2314,pgmpy/pgmpy,2025-08-22 21:00:01,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.12294375000000002,84505,1003,83686,988,0.12204975000000001,0,0,0.0,819,15,0.0008939999999999999,4,20.53,ok,False,True,,jobs_powered/rep3/results/opus-tuned/pgmpy__pgmpy-2314/eval/pgmpy__pgmpy-2314/report.json,False,jobs_powered/rep3/results/opus-tuned/pgmpy__pgmpy-2314
3,authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.11213350000000001,81296,976,80375,957,0.11111750000000001,0,0,0.0,921,19,0.001016,4,22.03,ok,False,True,,jobs_powered/rep3/results/opus-solo/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_powered/rep3/results/opus-solo/authlib__authlib-800
3,authlib__authlib-800,authlib/authlib,2025-08-22 11:09:35,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.11037675,82637,807,81716,788,0.10936074999999999,0,0,0.0,921,19,0.001016,4,21.46,ok,False,True,,jobs_powered/rep3/results/opus-tuned/authlib__authlib-800/eval/authlib__authlib-800/report.json,False,jobs_powered/rep3/results/opus-tuned/authlib__authlib-800
3,Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-solo,claude-opus-4-8,claude-opus-4-8,1,0.24636125,179206,3225,178496,3205,0.24555125,0,0,0.0,710,20,0.0008100000000000001,8,58.03,ok,False,True,,jobs_powered/rep3/results/opus-solo/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_powered/rep3/results/opus-solo/Archmonger__django-dbbackup-626
3,Archmonger__django-dbbackup-626,Archmonger/django-dbbackup,2025-08-22 08:56:35,opus-tuned,claude-opus-4-8,claude-opus-4-8,1,0.107482,84173,531,83463,512,0.106677,0,0,0.0,710,19,0.000805,4,15.07,ok,False,True,,jobs_powered/rep3/results/opus-tuned/Archmonger__django-dbbackup-626/eval/Archmonger__django-dbbackup-626/report.json,False,jobs_powered/rep3/results/opus-tuned/Archmonger__django-dbbackup-626
3,llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-solo,claude-opus-4-8,claude-opus-4-8,0,0.6772875,660020,4941,643453,4921,0.6606205,0,0,0.0,16567,20,0.016666999999999998,14,89.79,ok,False,True,,jobs_powered/rep3/results/opus-solo/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_powered/rep3/results/opus-solo/llamastack__llama-stack-3224
3,llamastack__llama-stack-3224,llamastack/llama-stack,2025-08-21 15:52:00,opus-tuned,claude-opus-4-8,claude-opus-4-8,0,0.4720227499999999,369278,3305,352711,3287,0.4553657499999999,0,0,0.0,16567,18,0.016656999999999998,8,51.23,ok,False,True,,jobs_powered/rep3/results/opus-tuned/llamastack__llama-stack-3224/eval/llamastack__llama-stack-3224/report.json,False,jobs_powered/rep3/results/opus-tuned/llamastack__llama-stack-3224
